min_neighbors,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.43,1.44,1.45,1.46,1.47,1.48,1.49,1.5,1.51,1.52,1.53,1.54,1.55,1.56,1.57,1.58,1.59,1.6,1.61,1.62,1.63,1.64,1.65,1.66,1.67,1.68,1.69,1.7,1.71,1.72,1.73,1.74,1.75,1.76,1.77,1.78,1.79,1.8,1.81,1.82,1.83,1.84,1.85,1.86,1.87,1.88,1.89,1.9,1.91,1.92,1.93,1.94,1.95,1.96,1.97,1.98,1.99,2.0
1,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,2.4,14.01,4.89,11.57,16.57,17.27,203.64,10.02,13.1,13.6,11.98,13.19,196.76,14.99,14.02,155.41,154.22,7.74,12.28,14.35,8.48,15.44,15.93,197.2,197.88,204.58,191.46,204.28,154.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,12.88,197.7,2.35,185.99,186.94,191.77,155.7,0.0,154.0,200.24,142.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
2,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,2.4,14.01,4.89,11.57,16.57,17.27,203.64,10.02,13.1,13.6,11.98,13.19,196.76,14.99,14.02,155.41,154.22,7.74,12.28,14.35,8.48,15.44,15.93,197.2,197.88,204.58,191.46,204.28,154.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,12.88,197.7,2.35,185.99,152.93,191.77,155.7,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
3,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,2.4,14.01,4.89,11.57,16.57,17.27,142.86,10.02,13.1,13.6,11.98,13.19,196.76,14.99,14.02,0.0,0.0,7.74,12.28,14.35,8.48,15.44,15.93,197.2,197.88,141.92,191.46,152.93,0.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,12.88,197.7,2.35,185.99,152.93,191.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
4,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,177.88,14.01,4.89,11.57,16.57,17.27,142.86,10.02,13.1,13.6,11.98,13.19,196.76,14.99,14.02,0.0,0.0,7.74,12.28,14.35,8.48,15.44,15.93,197.2,197.88,141.92,152.93,152.93,0.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,12.88,197.7,180.07,185.99,0.0,153.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
5,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,0.0,14.01,4.89,11.57,16.57,17.27,0.0,10.02,13.1,13.6,11.98,13.19,196.76,14.99,178.22,0.0,0.0,7.74,12.28,14.35,8.48,15.44,15.93,197.2,197.88,0.0,152.93,152.93,0.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,12.88,197.7,0.0,185.99,0.0,153.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
6,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,0.0,14.01,4.89,11.57,16.57,17.27,0.0,10.02,13.1,13.6,11.98,13.19,196.76,14.99,178.22,0.0,0.0,7.74,12.28,14.35,8.48,15.44,15.93,197.2,197.88,0.0,152.93,0.0,0.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,12.88,197.7,0.0,179.28,0.0,153.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
7,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,0.0,14.01,4.89,11.57,16.57,17.27,0.0,10.02,13.1,13.6,11.98,13.19,196.76,147.1,178.22,0.0,0.0,7.74,12.28,14.35,8.48,15.44,15.93,197.2,145.26,0.0,152.93,0.0,0.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,12.88,197.7,0.0,179.28,0.0,153.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
8,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,0.0,14.01,4.89,11.57,16.57,17.27,0.0,10.02,13.1,13.6,11.98,13.19,178.09,147.1,0.0,0.0,0.0,7.74,12.28,14.35,8.48,15.44,15.93,178.09,145.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,12.88,177.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
9,10.3,11.71,10.21,13.01,11.63,6.06,11.12,11.6,8.06,6.74,5.35,7.43,13.73,13.04,8.05,5.75,21.17,12.6,9.05,6.14,13.82,6.83,13.3,18.74,13.28,12.88,25.04,9.17,5.25,15.71,190.95,0.0,14.01,4.89,11.57,16.57,136.41,0.0,10.02,13.1,13.6,161.96,13.19,178.09,0.0,0.0,0.0,0.0,7.74,12.28,14.35,8.48,130.89,15.93,178.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,2.72,12.28,13.53,5.34,11.54,11.27,13.19,167.34,177.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,9.15,3.39,13.1,9.34,14.94,12.92,9.36
